pair_id,trial,bpm,phase,beat,beat_time_s,p1_tap_s,p2_tap_s,async_p1_ms,async_p2_ms,diff1,diff2,loop
55,2,120,silence,25,797.0163,796.9152,796.9227,-101.16,-93.58,2.0,9.0,2
55,2,120,silence,26,797.5163,797.5625,797.5326,46.21,16.3,2.0,9.0,2
55,2,120,silence,27,798.0163,797.8528,797.8774,-163.5,-138.96,2.0,9.0,2
55,2,120,silence,28,798.5163,798.5112,798.4788,-5.08,-37.55,2.0,9.0,2
55,2,120,silence,29,799.0163,799.1236,799.1096,107.28,93.26,2.0,9.0,2
55,2,120,silence,30,799.5163,799.4084,799.4112,-107.92,-105.12,2.0,9.0,2
55,2,120,silence,31,800.0163,800.0198,800.0445,3.49,28.18,2.0,9.0,2
55,2,120,silence,32,800.5163,800.6471,800.6317,130.78,115.41,2.0,9.0,2
55,2,120,silence,33,801.0163,800.9444,800.9302,-71.89,-86.11,2.0,9.0,2
55,2,120,silence,34,801.5163,801.5581,801.5315,41.78,15.17,2.0,9.0,2
55,2,120,silence,35,802.0163,802.1555,801.8668,139.24,-149.46,2.0,9.0,2
55,2,120,silence,36,802.5163,802.4761,802.4999,-40.23,-16.36,2.0,9.0,2
55,2,120,silence,37,803.0163,803.0985,803.1249,82.22,108.64,2.0,9.0,2
55,2,120,silence,38,803.5163,803.3729,803.4087,-143.42,-107.58,2.0,9.0,2
55,2,120,silence,39,804.0163,803.9908,804.0106,-25.49,-5.71,2.0,9.0,2
55,2,120,silence,40,804.5163,804.5861,804.6001,69.77,83.83,2.0,9.0,2
55,2,120,silence,41,805.0163,804.874,804.8948,-142.34,-121.48,2.0,9.0,2
55,2,120,silence,42,805.5163,805.4808,805.4684,-35.55,-47.88,2.0,9.0,2
