pair_id,trial,bpm,phase,beat,beat_time_s,p1_tap_s,p2_tap_s,async_p1_ms,async_p2_ms,diff1,diff2,loop,Condition
44,2,120,silence,25,804.796,804.9918,804.5561,195.74,-239.9,-6.0,-6.0,2,a
44,2,120,silence,26,805.296,805.5268,805.4969,230.81,200.85,-6.0,-6.0,2,a
44,2,120,silence,27,805.796,805.9882,806.0141,192.13,218.05,-6.0,-6.0,2,a
44,2,120,silence,28,806.296,806.4964,806.4909,200.4,194.86,-6.0,-6.0,2,a
44,2,120,silence,29,806.796,806.9266,806.9907,130.57,194.7,-6.0,-6.0,2,a
44,2,120,silence,30,807.296,807.4113,807.4471,115.24,151.11,-6.0,-6.0,2,a
44,2,120,silence,31,807.796,807.8794,807.9297,83.37,133.65,-6.0,-6.0,2,a
44,2,120,silence,32,808.296,808.3497,808.4071,53.62,111.1,-6.0,-6.0,2,a
44,2,120,silence,33,808.796,808.8101,808.8763,14.05,80.3,-6.0,-6.0,2,a
44,2,120,silence,34,809.296,809.2913,809.3708,-4.69,74.74,-6.0,-6.0,2,a
44,2,120,silence,35,809.796,809.7799,809.8141,-16.14,18.07,-6.0,-6.0,2,a
44,2,120,silence,36,810.296,810.2364,810.2764,-59.66,-19.65,-6.0,-6.0,2,a
44,2,120,silence,37,810.796,810.7279,810.7475,-68.1,-48.56,-6.0,-6.0,2,a
44,2,120,silence,38,811.296,811.1727,811.2168,-123.35,-79.22,-6.0,-6.0,2,a
44,2,120,silence,39,811.796,811.6179,811.7,-178.08,-96.03,-6.0,-6.0,2,a
44,2,120,silence,40,812.296,812.0752,812.1471,-220.84,-148.94,-6.0,-6.0,2,a
44,2,120,silence,41,812.796,813.0356,812.6094,239.54,-186.66,-6.0,-6.0,2,a
44,2,120,silence,42,813.296,813.5062,813.52,210.13,223.97,-6.0,-6.0,2,a
44,2,120,silence,43,813.796,813.9695,813.9874,173.52,191.34,-6.0,-6.0,2,a
44,2,120,silence,44,814.296,814.4364,814.4626,140.4,166.56,-6.0,-6.0,2,a
44,2,120,silence,45,814.796,814.9169,814.8931,120.82,97.09,-6.0,-6.0,2,a
44,2,120,silence,46,815.296,815.3792,815.3952,83.15,99.17,-6.0,-6.0,2,a
44,2,120,silence,47,815.796,815.8429,815.8645,46.87,68.49,-6.0,-6.0,2,a
44,2,120,silence,48,816.296,816.3211,816.3397,25.06,43.65,-6.0,-6.0,2,a
44,2,120,silence,49,816.796,816.774,816.8285,-22.05,32.49,-6.0,-6.0,2,a
44,2,120,silence,50,817.296,817.2828,817.2594,-13.28,-36.63,-6.0,-6.0,2,a
44,2,120,silence,51,817.796,817.7602,817.764,-35.84,-32.06,-6.0,-6.0,2,a
44,2,120,silence,52,818.296,818.2605,818.2514,-35.54,-44.64,-6.0,-6.0,2,a
44,2,120,silence,53,818.796,818.6996,818.7319,-96.48,-64.17,-6.0,-6.0,2,a
44,2,120,silence,54,819.296,819.178,819.192,-118.02,-103.99,-6.0,-6.0,2,a
44,2,120,silence,55,819.796,819.6746,819.6784,-121.43,-117.61,-6.0,-6.0,2,a
44,2,120,silence,56,820.296,820.1286,820.1526,-167.39,-143.39,-6.0,-6.0,2,a
44,2,120,silence,57,820.796,820.5871,820.6111,-208.88,-184.88,-6.0,-6.0,2,a
44,2,120,silence,58,821.296,821.5133,821.4932,217.32,197.18,-6.0,-6.0,2,a
44,2,120,silence,59,821.796,821.9555,821.9716,159.48,175.57,-6.0,-6.0,2,a
44,2,120,silence,60,822.296,822.4089,822.4347,112.86,138.66,-6.0,-6.0,2,a
44,2,120,silence,61,822.796,822.8798,822.8746,83.76,78.57,-6.0,-6.0,2,a
44,2,120,silence,62,823.296,823.3142,823.3621,18.17,66.05,-6.0,-6.0,2,a
44,2,120,silence,63,823.796,823.7876,823.7592,-8.39,-36.83,-6.0,-6.0,2,a
44,2,120,silence,64,824.296,824.2206,824.2387,-75.42,-57.36,-6.0,-6.0,2,a
44,2,120,silence,65,824.796,824.6917,824.7188,-104.36,-77.23,-6.0,-6.0,2,a
44,2,120,silence,66,825.296,825.1438,825.134,-152.23,-162.01,-6.0,-6.0,2,a
44,2,120,silence,67,825.796,825.5936,825.6213,-202.45,-174.73,-6.0,-6.0,2,a
44,2,120,silence,68,826.296,826.4895,826.5116,193.49,215.55,-6.0,-6.0,2,a
44,2,120,silence,69,826.796,826.9137,826.9579,117.65,161.83,-6.0,-6.0,2,a
44,2,120,silence,70,827.296,827.3688,827.4409,72.76,144.9,-6.0,-6.0,2,a
44,3,150,metronome,1,832.1961,,,,,-6.0,-6.0,2,a
44,3,150,metronome,2,832.5961,832.7173,832.7143,121.26,118.21,-6.0,-6.0,2,a
44,3,150,metronome,3,832.9961,833.0659,833.0939,69.86,97.86,-6.0,-6.0,2,a
44,3,150,metronome,4,833.3961,833.4437,833.4493,47.63,53.27,-6.0,-6.0,2,a
44,3,150,metronome,5,833.7961,833.829,833.8009,32.93,4.85,-6.0,-6.0,2,a
44,3,150,metronome,6,834.1961,834.2035,834.1828,7.38,-13.3,-6.0,-6.0,2,a
44,3,150,metronome,7,834.5961,834.5615,834.5695,-34.58,-26.62,-6.0,-6.0,2,a
44,3,150,metronome,8,834.9961,834.9438,834.938,-52.32,-58.11,-6.0,-6.0,2,a
44,3,150,metronome,9,835.3961,835.3218,835.38,-74.25,-16.07,-6.0,-6.0,2,a
44,3,150,metronome,10,835.7961,835.7337,835.7617,-62.41,-34.38,-6.0,-6.0,2,a
44,3,150,silence,11,836.1961,836.1304,836.1584,-65.7,-37.63,-6.0,-6.0,2,a
44,3,150,silence,12,836.5961,836.5343,836.5893,-61.76,-6.78,-6.0,-6.0,2,a
44,3,150,silence,13,836.9961,836.9453,836.9572,-50.78,-38.9,-6.0,-6.0,2,a
44,3,150,silence,14,837.3961,837.3249,837.3368,-71.13,-59.28,-6.0,-6.0,2,a
44,3,150,silence,15,837.7961,837.7247,837.7087,-71.34,-87.35,-6.0,-6.0,2,a
44,3,150,silence,16,838.1961,838.0692,838.1036,-126.84,-92.44,-6.0,-6.0,2,a
44,3,150,silence,17,838.5961,838.4718,838.4862,-124.23,-109.89,-6.0,-6.0,2,a
44,3,150,silence,18,838.9961,838.8488,838.8513,-147.26,-144.76,-6.0,-6.0,2,a
44,3,150,silence,19,839.3961,839.2425,839.2522,-153.53,-143.88,-6.0,-6.0,2,a
44,3,150,silence,20,839.7961,839.599,839.643,-197.06,-153.04,-6.0,-6.0,2,a
44,3,150,silence,21,840.1961,840.3714,840.0251,175.29,-171.02,-6.0,-6.0,2,a
44,3,150,silence,22,840.5961,840.744,840.7541,147.89,158.0,-6.0,-6.0,2,a
44,3,150,silence,23,840.9961,841.1155,841.1334,119.46,137.36,-6.0,-6.0,2,a
44,3,150,silence,24,841.3961,841.4812,841.5214,85.09,125.33,-6.0,-6.0,2,a
44,3,150,silence,25,841.7961,841.8609,841.9009,64.79,104.85,-6.0,-6.0,2,a
44,3,150,silence,26,842.1961,842.2477,842.2917,51.61,95.67,-6.0,-6.0,2,a
44,3,150,silence,27,842.5961,842.6165,842.6722,20.4,76.13,-6.0,-6.0,2,a
44,3,150,silence,28,842.9961,843.0152,843.0391,19.17,43.01,-6.0,-6.0,2,a
44,3,150,silence,29,843.3961,843.3746,843.4247,-21.5,28.61,-6.0,-6.0,2,a
44,3,150,silence,30,843.7961,843.7632,843.8275,-32.92,31.42,-6.0,-6.0,2,a
44,3,150,silence,31,844.1961,844.1722,844.2027,-23.85,6.58,-6.0,-6.0,2,a
44,3,150,silence,32,844.5961,844.5448,844.5809,-51.26,-15.19,-6.0,-6.0,2,a
44,3,150,silence,33,844.9961,844.9504,844.9365,-45.64,-59.54,-6.0,-6.0,2,a
44,3,150,silence,34,845.3961,845.3124,845.3482,-83.71,-47.85,-6.0,-6.0,2,a
44,3,150,silence,35,845.7961,845.6786,845.739,-117.49,-57.03,-6.0,-6.0,2,a
44,3,150,silence,36,846.1961,846.0769,846.151,-119.17,-45.1,-6.0,-6.0,2,a
44,3,150,silence,37,846.5961,846.4667,846.5226,-129.38,-73.51,-6.0,-6.0,2,a
44,3,150,silence,38,846.9961,846.8834,846.8753,-112.72,-120.76,-6.0,-6.0,2,a
44,3,150,silence,39,847.3961,847.2573,847.2871,-138.74,-108.98,-6.0,-6.0,2,a
44,3,150,silence,40,847.7961,847.654,847.6696,-142.11,-126.52,-6.0,-6.0,2,a
44,3,150,silence,41,848.1961,848.0158,848.0574,-180.24,-138.68,-6.0,-6.0,2,a
44,3,150,silence,42,848.5961,848.4109,848.4432,-185.13,-152.9,-6.0,-6.0,2,a
44,3,150,silence,43,848.9961,849.1665,848.8166,170.43,-179.47,-6.0,-6.0,2,a
44,3,150,silence,44,849.3961,849.538,849.2205,141.9,-175.57,-6.0,-6.0,2,a
44,3,150,silence,45,849.7961,849.9004,849.9387,104.37,142.64,-6.0,-6.0,2,a
44,3,150,silence,46,850.1961,850.2673,850.3054,71.22,109.3,-6.0,-6.0,2,a
44,3,150,silence,47,850.5961,850.6951,850.6749,99.05,78.86,-6.0,-6.0,2,a
44,3,150,silence,48,850.9961,851.0306,851.0749,34.5,78.8,-6.0,-6.0,2,a
44,3,150,silence,49,851.3961,851.4182,851.4754,22.09,79.35,-6.0,-6.0,2,a
44,3,150,silence,50,851.7961,851.8069,851.8189,10.81,22.87,-6.0,-6.0,2,a
44,3,150,silence,51,852.1961,852.1604,852.1924,-35.72,-3.66,-6.0,-6.0,2,a
44,3,150,silence,52,852.5961,852.5229,852.5531,-73.22,-42.99,-6.0,-6.0,2,a
44,3,150,silence,53,852.9961,852.9027,852.9389,-93.35,-57.22,-6.0,-6.0,2,a
44,3,150,silence,54,853.3961,853.2867,853.3324,-109.37,-63.68,-6.0,-6.0,2,a
44,3,150,silence,55,853.7961,853.6973,853.7033,-98.73,-92.82,-6.0,-6.0,2,a
44,3,150,silence,56,854.1961,854.0669,854.0788,-129.16,-117.28,-6.0,-6.0,2,a
44,3,150,silence,57,854.5961,854.4458,854.4514,-150.31,-144.65,-6.0,-6.0,2,a
44,3,150,silence,58,854.9961,854.8081,854.8381,-188.0,-157.95,-6.0,-6.0,2,a
44,3,150,silence,59,855.3961,855.5364,855.5724,140.28,176.29,-6.0,-6.0,2,a
44,3,150,silence,60,855.7961,855.9113,855.9393,115.27,143.18,-6.0,-6.0,2,a
44,3,150,silence,61,856.1961,856.3126,856.3155,116.55,119.45,-6.0,-6.0,2,a
44,3,150,silence,62,856.5961,856.6741,856.7089,78.06,112.84,-6.0,-6.0,2,a
44,3,150,silence,63,856.9961,857.0388,857.0825,42.76,86.43,-6.0,-6.0,2,a
44,3,150,silence,64,857.3961,857.4348,857.4708,38.76,74.69,-6.0,-6.0,2,a
44,3,150,silence,65,857.7961,857.7821,857.8585,-13.97,62.39,-6.0,-6.0,2,a
44,3,150,silence,66,858.1961,858.1578,858.2321,-38.29,36.01,-6.0,-6.0,2,a
44,3,150,silence,67,858.5961,858.5484,858.5634,-47.72,-32.7,-6.0,-6.0,2,a
44,3,150,silence,68,858.9961,858.9032,858.9192,-92.87,-76.89,-6.0,-6.0,2,a
44,3,150,silence,69,859.3961,859.2659,859.2855,-130.21,-110.56,-6.0,-6.0,2,a
44,3,150,silence,70,859.7961,859.6131,859.6493,-182.99,-146.82,-6.0,-6.0,2,a
